ID_transcript	ID_gene	Max_median_expression
ENST00000460950.1	ENSG00000117592.8	10.37
ENST00000470017.1	ENSG00000117592.8	192.1
ENST00000361951.4	ENSG00000117593.9	8.91
ENST00000460076.1	ENSG00000117593.9	0.5
ENST00000471476.1	ENSG00000117593.9	0.75
ENST00000261465.5	ENSG00000117594.9	4.675
ENST00000367027.4	ENSG00000117594.9	148.55
ENST00000367028.6	ENSG00000117594.9	0.0
ENST00000615289.4	ENSG00000117594.9	5.22
ENST00000367021.7	ENSG00000117595.10	44.9
ENST00000456314.1	ENSG00000117595.10	1.14
ENST00000464698.1	ENSG00000117595.10	3.31
ENST00000542854.5	ENSG00000117595.10	30.08
ENST00000457820.1	ENSG00000117597.17	0.53
ENST00000491415.6	ENSG00000117597.17	3.82
ENST00000263177.4	ENSG00000117598.11	0.29
ENST00000370188.7	ENSG00000117598.11	1.855
ENST00000534652.1	ENSG00000117598.11	0.55
ENST00000370184.1	ENSG00000117600.12	10.56
ENST00000370185.7	ENSG00000117600.12	0.18
ENST00000457765.5	ENSG00000117600.12	1.98
ENST00000367698.3	ENSG00000117601.13	657.15
ENST00000487183.1	ENSG00000117601.13	0.11
ENST00000494024.1	ENSG00000117601.13	13.555
ENST00000617423.4	ENSG00000117601.13	4.165
ENST00000374393.4	ENSG00000117602.11	0.0
ENST00000374395.8	ENSG00000117602.11	10.29
ENST00000412742.5	ENSG00000117602.11	0.0
ENST00000425530.3	ENSG00000117602.11	0.0
ENST00000436717.6	ENSG00000117602.11	0.4
ENST00000482807.1	ENSG00000117602.11	0.0
ENST00000538532.5	ENSG00000117602.11	1.79
ENST00000610732.4	ENSG00000117602.11	0.0
ENST00000616511.4	ENSG00000117602.11	0.0
ENST00000618490.4	ENSG00000117602.11	0.005
ENST00000630217.1	ENSG00000117602.11	0.0
ENST00000236273.8	ENSG00000117614.9	81.01
ENST00000354361.3	ENSG00000117614.9	7.42
ENST00000474160.1	ENSG00000117614.9	1.32
ENST00000476231.1	ENSG00000117614.9	0.38
ENST00000243189.11	ENSG00000117616.17	59.45
ENST00000431849.3	ENSG00000117616.17	6.61
ENST00000450820.2	ENSG00000117616.17	2.23
ENST00000473314.6	ENSG00000117616.17	7.14
ENST00000475766.2	ENSG00000117616.17	0.42
ENST00000491378.1	ENSG00000117616.17	12.44
ENST00000498238.1	ENSG00000117616.17	71.84
ENST00000561867.1	ENSG00000117616.17	0.0
ENST00000562018.1	ENSG00000117616.17	0.315
ENST00000564223.5	ENSG00000117616.17	7.03
ENST00000564413.1	ENSG00000117616.17	5.74
ENST00000565733.5	ENSG00000117616.17	0.27
ENST00000566395.5	ENSG00000117616.17	37.59
ENST00000566599.1	ENSG00000117616.17	7.42
ENST00000567741.1	ENSG00000117616.17	1.21
ENST00000568212.1	ENSG00000117616.17	0.225
ENST00000568254.5	ENSG00000117616.17	11.68
ENST00000568399.1	ENSG00000117616.17	1.99
ENST00000568701.1	ENSG00000117616.17	3.5599999999999996
ENST00000568996.1	ENSG00000117616.17	0.61
ENST00000569495.5	ENSG00000117616.17	12.36
ENST00000570063.5	ENSG00000117616.17	2.3
ENST00000370153.6	ENSG00000117620.14	5.1
ENST00000370155.9	ENSG00000117620.14	0.0
ENST00000422078.1	ENSG00000117620.14	0.0
ENST00000427993.7	ENSG00000117620.14	1.045
ENST00000465289.6	ENSG00000117620.14	0.0
ENST00000532693.5	ENSG00000117620.14	0.0
ENST00000533028.7	ENSG00000117620.14	1.22
ENST00000638336.1	ENSG00000117620.14	0.3
ENST00000638338.1	ENSG00000117620.14	1.01
ENST00000638371.1	ENSG00000117620.14	0.0
ENST00000638876.1	ENSG00000117620.14	0.79
ENST00000638929.1	ENSG00000117620.14	2.6100000000000003
ENST00000638988.1	ENSG00000117620.14	0.0
ENST00000639088.1	ENSG00000117620.14	0.0
ENST00000639148.1	ENSG00000117620.14	2.45
ENST00000639221.1	ENSG00000117620.14	0.0
ENST00000639807.1	ENSG00000117620.14	0.0
ENST00000639994.1	ENSG00000117620.14	0.265
ENST00000640178.1	ENSG00000117620.14	0.585
ENST00000640360.1	ENSG00000117620.14	0.0
ENST00000640600.1	ENSG00000117620.14	3.62
ENST00000640715.1	ENSG00000117620.14	0.47
ENST00000640726.1	ENSG00000117620.14	0.15
ENST00000640732.1	ENSG00000117620.14	0.74
ENST00000367005.8	ENSG00000117625.13	18.95
ENST00000367006.8	ENSG00000117625.13	8.68
ENST00000419091.6	ENSG00000117625.13	4.88
ENST00000452621.6	ENSG00000117625.13	13.67
ENST00000472734.1	ENSG00000117625.13	18.3
ENST00000485186.1	ENSG00000117625.13	9.17
ENST00000486666.5	ENSG00000117625.13	2.12
ENST00000526255.1	ENSG00000117625.13	21.48
ENST00000528066.1	ENSG00000117625.13	6.08
ENST00000528408.5	ENSG00000117625.13	0.52
ENST00000528926.5	ENSG00000117625.13	1.41
ENST00000529572.5	ENSG00000117625.13	3.03
ENST00000529763.5	ENSG00000117625.13	0.36
ENST00000533469.5	ENSG00000117625.13	0.0
ENST00000534460.5	ENSG00000117625.13	0.0
ENST00000534478.5	ENSG00000117625.13	0.44
ENST00000357865.6	ENSG00000117632.22	235.0
ENST00000374291.5	ENSG00000117632.22	147.7
ENST00000399728.5	ENSG00000117632.22	4.05
ENST00000426559.6	ENSG00000117632.22	6.24
ENST00000446334.1	ENSG00000117632.22	12.43
ENST00000455785.6	ENSG00000117632.22	100.9
ENST00000465604.1	ENSG00000117632.22	7.68
ENST00000485226.1	ENSG00000117632.22	10.28
ENST00000513116.1	ENSG00000117632.22	8.89
ENST00000374300.7	ENSG00000117640.17	6.23
ENST00000374301.7	ENSG00000117640.17	6.545
ENST00000374303.6	ENSG00000117640.17	64.18
ENST00000374307.9	ENSG00000117640.17	10.64
ENST00000424294.5	ENSG00000117640.17	0.22
ENST00000464008.6	ENSG00000117640.17	2.3899999999999997
ENST00000466284.1	ENSG00000117640.17	12.285
ENST00000469815.5	ENSG00000117640.17	0.0
ENST00000472643.5	ENSG00000117640.17	1.45
ENST00000474295.5	ENSG00000117640.17	16.89
ENST00000478284.5	ENSG00000117640.17	0.8
ENST00000488327.6	ENSG00000117640.17	0.0
ENST00000494293.1	ENSG00000117640.17	20.46
ENST00000497956.1	ENSG00000117640.17	4.93
ENST00000524618.5	ENSG00000117640.17	11.035
ENST00000525713.5	ENSG00000117640.17	0.0
ENST00000526158.5	ENSG00000117640.17	1.07
ENST00000526894.5	ENSG00000117640.17	0.66
ENST00000528624.5	ENSG00000117640.17	0.43
ENST00000529116.5	ENSG00000117640.17	0.43
ENST00000530599.5	ENSG00000117640.17	1.88
ENST00000531361.1	ENSG00000117640.17	0.19
ENST00000533762.5	ENSG00000117640.17	1.41
ENST00000263979.7	ENSG00000117643.14	7.67
ENST00000374329.1	ENSG00000117643.14	1.295
ENST00000374332.8	ENSG00000117643.14	9.17
ENST00000473891.1	ENSG00000117643.14	0.34
ENST00000475314.5	ENSG00000117643.14	2.46
ENST00000487493.1	ENSG00000117643.14	16.03
ENST00000496532.5	ENSG00000117643.14	0.48
ENST00000611903.4	ENSG00000117643.14	0.11
ENST00000366998.4	ENSG00000117650.12	0.22
ENST00000366999.8	ENSG00000117650.12	36.98
ENST00000462283.5	ENSG00000117650.12	4.75
ENST00000489633.1	ENSG00000117650.12	0.2
ENST00000540251.5	ENSG00000117650.12	1.37
ENST00000366866.8	ENSG00000117676.13	0.03
ENST00000374163.5	ENSG00000117676.13	12.46
ENST00000374166.8	ENSG00000117676.13	0.67
ENST00000374168.6	ENSG00000117676.13	18.01
ENST00000403732.2	ENSG00000117676.13	0.0
ENST00000438977.1	ENSG00000117676.13	6.29
ENST00000474934.1	ENSG00000117676.13	0.32
ENST00000488985.1	ENSG00000117676.13	0.0
ENST00000524436.5	ENSG00000117676.13	0.0
ENST00000525525.5	ENSG00000117676.13	0.0
ENST00000525582.1	ENSG00000117676.13	1.37
ENST00000526040.6	ENSG00000117676.13	0.0
ENST00000526792.5	ENSG00000117676.13	0.13
ENST00000527264.5	ENSG00000117676.13	0.52
ENST00000529454.5	ENSG00000117676.13	0.0
ENST00000530003.5	ENSG00000117676.13	39.47
ENST00000530305.1	ENSG00000117676.13	2.6
ENST00000530607.1	ENSG00000117676.13	1.51
ENST00000531113.5	ENSG00000117676.13	1.2149999999999999
ENST00000531382.5	ENSG00000117676.13	0.1
ENST00000236342.11	ENSG00000117682.16	2.41
ENST00000360009.6	ENSG00000117682.16	8.06
ENST00000374185.7	ENSG00000117682.16	1.9
ENST00000374186.7	ENSG00000117682.16	0.43
ENST00000416052.1	ENSG00000117682.16	1.39
ENST00000427245.6	ENSG00000117682.16	0.73
ENST00000430232.5	ENSG00000117682.16	0.0
ENST00000431933.5	ENSG00000117682.16	4.65
ENST00000434391.6	ENSG00000117682.16	6.885
ENST00000436153.6	ENSG00000117682.16	0.0
ENST00000487944.5	ENSG00000117682.16	1.42
ENST00000525165.5	ENSG00000117682.16	1.93
ENST00000525326.5	ENSG00000117682.16	0.0
ENST00000525410.1	ENSG00000117682.16	0.0
ENST00000525546.5	ENSG00000117682.16	0.31
ENST00000525682.6	ENSG00000117682.16	1.815
ENST00000526219.5	ENSG00000117682.16	0.04
ENST00000526278.5	ENSG00000117682.16	0.0
ENST00000527611.1	ENSG00000117682.16	0.25
ENST00000528557.5	ENSG00000117682.16	0.0
ENST00000529688.5	ENSG00000117682.16	0.0
ENST00000530781.5	ENSG00000117682.16	2.82
ENST00000531312.5	ENSG00000117682.16	0.84
ENST00000531955.5	ENSG00000117682.16	2.79
ENST00000533087.5	ENSG00000117682.16	0.35
ENST00000366988.4	ENSG00000117691.9	156.5
ENST00000472389.1	ENSG00000117691.9	0.37
ENST00000473900.1	ENSG00000117691.9	4.48
ENST00000479589.5	ENSG00000117691.9	18.64
ENST00000366976.3	ENSG00000117697.14	3.12
ENST00000366977.7	ENSG00000117697.14	8.28
ENST00000366978.5	ENSG00000117697.14	2.98
ENST00000473995.5	ENSG00000117697.14	0.29
ENST00000487995.1	ENSG00000117697.14	0.89
ENST00000626725.1	ENSG00000117697.14	1.7
ENST00000261454.8	ENSG00000117707.15	11.64
ENST00000366958.8	ENSG00000117707.15	2.4
ENST00000435016.2	ENSG00000117707.15	5.87
ENST00000471129.1	ENSG00000117707.15	0.09
ENST00000498508.6	ENSG00000117707.15	2.465
ENST00000607425.1	ENSG00000117707.15	0.18
ENST00000607726.1	ENSG00000117707.15	2.42
ENST00000324856.11	ENSG00000117713.18	2.91
ENST00000374152.7	ENSG00000117713.18	0.09
ENST00000430291.2	ENSG00000117713.18	0.4
ENST00000430799.7	ENSG00000117713.18	0.0
ENST00000457599.6	ENSG00000117713.18	0.0
ENST00000466382.2	ENSG00000117713.18	3.76
ENST00000524572.1	ENSG00000117713.18	0.36
ENST00000532781.1	ENSG00000117713.18	0.31
ENST00000615191.4	ENSG00000117713.18	0.0
ENST00000636072.1	ENSG00000117713.18	0.13
ENST00000636110.1	ENSG00000117713.18	1.27
ENST00000636219.1	ENSG00000117713.18	21.96
ENST00000636422.1	ENSG00000117713.18	0.2
ENST00000636794.1	ENSG00000117713.18	0.0
ENST00000636958.1	ENSG00000117713.18	0.0
ENST00000637465.1	ENSG00000117713.18	0.0
ENST00000637788.1	ENSG00000117713.18	9.46
ENST00000366955.7	ENSG00000117724.12	6.2
ENST00000464322.5	ENSG00000117724.12	0.0
ENST00000467765.1	ENSG00000117724.12	0.12
ENST00000469862.1	ENSG00000117724.12	14.56
ENST00000495259.1	ENSG00000117724.12	0.0
ENST00000614578.1	ENSG00000117724.12	7.29
ENST00000313433.11	ENSG00000117748.9	1.03
ENST00000373909.7	ENSG00000117748.9	5.69
ENST00000373912.7	ENSG00000117748.9	53.71
ENST00000419958.5	ENSG00000117748.9	2.59
ENST00000444045.1	ENSG00000117748.9	0.23
ENST00000236412.11	ENSG00000117751.17	0.55
ENST00000311772.9	ENSG00000117751.17	22.375
ENST00000373931.8	ENSG00000117751.17	0.49
ENST00000431586.1	ENSG00000117751.17	6.869999999999999
ENST00000486634.2	ENSG00000117751.17	0.31
ENST00000373943.8	ENSG00000117758.13	65.66
ENST00000440806.2	ENSG00000117758.13	0.0
ENST00000468761.1	ENSG00000117758.13	3.78
ENST00000472285.1	ENSG00000117758.13	5.35
ENST00000481874.1	ENSG00000117758.13	4.62
ENST00000359316.6	ENSG00000117791.15	2.77
ENST00000366913.7	ENSG00000117791.15	40.65
ENST00000425560.1	ENSG00000117791.15	10.665
ENST00000469583.1	ENSG00000117791.15	1.17
ENST00000472447.1	ENSG00000117791.15	34.075
ENST00000496078.1	ENSG00000117791.15	3.89
ENST00000236495.9	ENSG00000117834.12	3.26
ENST00000425816.5	ENSG00000117834.12	0.0
ENST00000438567.6	ENSG00000117834.12	6.69
ENST00000441260.2	ENSG00000117834.12	0.12
ENST00000471020.1	ENSG00000117834.12	6.5
ENST00000493837.6	ENSG00000117834.12	4.22
ENST00000525901.1	ENSG00000117834.12	0.0
ENST00000527929.1	ENSG00000117834.12	1.72
ENST00000532322.5	ENSG00000117834.12	0.11
ENST00000533824.5	ENSG00000117834.12	0.0
ENST00000361556.9	ENSG00000117859.18	4.03
ENST00000371714.5	ENSG00000117859.18	0.88
ENST00000428468.5	ENSG00000117859.18	25.18
ENST00000435274.6	ENSG00000117859.18	0.74
ENST00000447887.5	ENSG00000117859.18	17.91
ENST00000453295.5	ENSG00000117859.18	0.0
ENST00000462759.5	ENSG00000117859.18	4.52
ENST00000467064.5	ENSG00000117859.18	0.86
ENST00000473207.6	ENSG00000117859.18	0.24
ENST00000475697.5	ENSG00000117859.18	18.87
ENST00000481937.5	ENSG00000117859.18	0.57
ENST00000484890.5	ENSG00000117859.18	4.26
ENST00000486942.5	ENSG00000117859.18	17.6
ENST00000489990.5	ENSG00000117859.18	0.24
ENST00000495776.5	ENSG00000117859.18	17.67
ENST00000524620.1	ENSG00000117859.18	0.0
ENST00000526917.5	ENSG00000117859.18	0.35
ENST00000527631.5	ENSG00000117859.18	0.2
ENST00000528603.5	ENSG00000117859.18	0.0
ENST00000531061.1	ENSG00000117859.18	0.0
ENST00000531819.5	ENSG00000117859.18	5.02
ENST00000531828.5	ENSG00000117859.18	0.83
ENST00000532975.5	ENSG00000117859.18	0.0
ENST00000533825.1	ENSG00000117859.18	0.77
ENST00000533884.5	ENSG00000117859.18	0.12
ENST00000534040.5	ENSG00000117859.18	0.77
ENST00000625138.1	ENSG00000117859.18	0.02
ENST00000371626.8	ENSG00000117862.11	26.46
ENST00000469458.5	ENSG00000117862.11	10.02
ENST00000471493.1	ENSG00000117862.11	0.6
ENST00000472624.5	ENSG00000117862.11	1.33
ENST00000610127.1	ENSG00000117862.11	2.27
ENST00000251527.9	ENSG00000117868.15	65.16
ENST00000275418.11	ENSG00000117868.15	5.51
ENST00000435514.3	ENSG00000117868.15	1.95
ENST00000483958.5	ENSG00000117868.15	0.28
ENST00000497111.1	ENSG00000117868.15	0.44
ENST00000613624.1	ENSG00000117868.15	0.0
ENST00000309424.7	ENSG00000117877.10	2.29
ENST00000589804.1	ENSG00000117877.10	0.32
ENST00000590794.1	ENSG00000117877.10	0.0
ENST00000592852.1	ENSG00000117877.10	0.26
ENST00000261758.5	ENSG00000117899.10	19.49
ENST00000422879.3	ENSG00000117899.10	0.37
ENST00000559537.1	ENSG00000117899.10	0.28
ENST00000560189.1	ENSG00000117899.10	0.82
ENST00000560244.5	ENSG00000117899.10	1.17
ENST00000561312.5	ENSG00000117899.10	6.95
ENST00000619987.4	ENSG00000117899.10	2.53
ENST00000320963.9	ENSG00000117906.13	58.16
ENST00000394883.3	ENSG00000117906.13	8.33
ENST00000394885.7	ENSG00000117906.13	2.76
ENST00000557805.1	ENSG00000117906.13	0.87
ENST00000558598.1	ENSG00000117906.13	5.18
ENST00000560833.1	ENSG00000117906.13	3.8
ENST00000261751.7	ENSG00000117971.11	7.47
ENST00000412074.6	ENSG00000117971.11	0.13
ENST00000558216.1	ENSG00000117971.11	1.93
ENST00000559849.5	ENSG00000117971.11	1.53
ENST00000560511.5	ENSG00000117971.11	1.47
ENST00000560868.1	ENSG00000117971.11	0.31
ENST00000525715.5	ENSG00000117983.17	0.29
ENST00000526859.1	ENSG00000117983.17	832.45
ENST00000527802.1	ENSG00000117983.17	71.89500000000001
ENST00000529681.5	ENSG00000117983.17	397.25
ENST00000531082.1	ENSG00000117983.17	0.2
ENST00000236671.6	ENSG00000117984.13	602.85
ENST00000367196.3	ENSG00000117984.13	7.455
ENST00000429746.1	ENSG00000117984.13	2.41
ENST00000433655.5	ENSG00000117984.13	20.41
ENST00000438213.5	ENSG00000117984.13	32.345
ENST00000497544.2	ENSG00000117984.13	3.285
ENST00000636571.1	ENSG00000117984.13	0.585
ENST00000636843.1	ENSG00000117984.13	0.28
ENST00000637158.1	ENSG00000117984.13	0.0
ENST00000637381.1	ENSG00000117984.13	0.0
ENST00000637387.1	ENSG00000117984.13	11.375
ENST00000637815.1	ENSG00000117984.13	10.010000000000002
ENST00000637915.1	ENSG00000117984.13	15.855
ENST00000637937.1	ENSG00000117984.13	381.04999999999995
ENST00000236693.11	ENSG00000118004.17	0.0
ENST00000349077.8	ENSG00000118004.17	42.325
ENST00000382062.6	ENSG00000118004.17	5.235
ENST00000402794.4	ENSG00000118004.17	0.66
ENST00000402922.2	ENSG00000118004.17	1.71
ENST00000403096.7	ENSG00000118004.17	2.3
ENST00000404205.5	ENSG00000118004.17	0.0
ENST00000416132.5	ENSG00000118004.17	0.59
ENST00000418971.6	ENSG00000118004.17	0.19
ENST00000419002.6	ENSG00000118004.17	0.0
ENST00000438814.5	ENSG00000118004.17	0.0
ENST00000460971.5	ENSG00000118004.17	2.715
ENST00000487365.5	ENSG00000118004.17	3.635
ENST00000236698.9	ENSG00000118007.12	0.025
ENST00000383202.6	ENSG00000118007.12	15.445
ENST00000434713.6	ENSG00000118007.12	0.15
ENST00000462818.1	ENSG00000118007.12	0.37
ENST00000465961.1	ENSG00000118007.12	0.4
ENST00000480733.1	ENSG00000118007.12	1.64
ENST00000483235.5	ENSG00000118007.12	0.45
ENST00000487065.5	ENSG00000118007.12	0.05
ENST00000492318.1	ENSG00000118007.12	0.0
ENST00000629124.2	ENSG00000118007.12	0.0
ENST00000236709.3	ENSG00000118017.3	1.26
ENST00000326873.11	ENSG00000118046.14	79.16
ENST00000585465.2	ENSG00000118046.14	18.07
ENST00000585748.2	ENSG00000118046.14	0.0
ENST00000585851.1	ENSG00000118046.14	0.22
ENST00000586243.5	ENSG00000118046.14	37.96
ENST00000586358.5	ENSG00000118046.14	6.15
ENST00000589152.5	ENSG00000118046.14	3.29
ENST00000591133.2	ENSG00000118046.14	3.69
ENST00000593219.5	ENSG00000118046.14	4.73
ENST00000389506.9	ENSG00000118058.20	0.03
ENST00000392873.3	ENSG00000118058.20	0.45
ENST00000420751.2	ENSG00000118058.20	0.0
ENST00000525408.1	ENSG00000118058.20	0.91
ENST00000527839.1	ENSG00000118058.20	1.53
ENST00000527869.6	ENSG00000118058.20	0.31
ENST00000528278.1	ENSG00000118058.20	0.1
ENST00000529852.1	ENSG00000118058.20	1.5
ENST00000531904.6	ENSG00000118058.20	0.02
ENST00000532204.5	ENSG00000118058.20	0.0
ENST00000533790.1	ENSG00000118058.20	0.05
ENST00000534085.1	ENSG00000118058.20	0.36
ENST00000534358.5	ENSG00000118058.20	12.67
ENST00000534678.2	ENSG00000118058.20	0.41
ENST00000264029.8	ENSG00000118094.11	4.76
ENST00000397925.2	ENSG00000118094.11	0.79
ENST00000527558.1	ENSG00000118094.11	0.6
ENST00000531295.5	ENSG00000118094.11	1.8
ENST00000613915.4	ENSG00000118094.11	0.0
ENST00000264020.6	ENSG00000118096.7	10.22
ENST00000264021.7	ENSG00000118096.7	22.13
ENST00000525060.1	ENSG00000118096.7	0.225
ENST00000527868.1	ENSG00000118096.7	2.17
ENST00000528378.5	ENSG00000118096.7	0.17
ENST00000530185.1	ENSG00000118096.7	0.19
ENST00000530872.5	ENSG00000118096.7	0.0
ENST00000531201.5	ENSG00000118096.7	1.49
ENST00000531939.5	ENSG00000118096.7	3.02
ENST00000533918.5	ENSG00000118096.7	0.0
ENST00000534114.5	ENSG00000118096.7	0.0
ENST00000534156.5	ENSG00000118096.7	0.0
ENST00000236826.7	ENSG00000118113.11	10.1
ENST00000438475.2	ENSG00000118113.11	0.32
ENST00000528662.6	ENSG00000118113.11	0.12
ENST00000531168.1	ENSG00000118113.11	0.29
ENST00000532799.1	ENSG00000118113.11	0.0
ENST00000533258.5	ENSG00000118113.11	0.13
ENST00000236850.4	ENSG00000118137.9	361.65
ENST00000359492.6	ENSG00000118137.9	5773.0
ENST00000375320.5	ENSG00000118137.9	396.45000000000005
ENST00000375323.5	ENSG00000118137.9	141.4
ENST00000375329.6	ENSG00000118137.9	13.94
ENST00000263351.9	ENSG00000118156.12	12.19
ENST00000314121.8	ENSG00000118156.12	0.55
ENST00000391901.7	ENSG00000118156.12	14.57
ENST00000487275.1	ENSG00000118156.12	0.6
ENST00000595558.1	ENSG00000118156.12	1.2
ENST00000236877.10	ENSG00000118160.13	12.395
ENST00000539381.5	ENSG00000118160.13	0.455
ENST00000542837.2	ENSG00000118160.13	2.03
ENST00000594353.1	ENSG00000118160.13	0.43
ENST00000597014.1	ENSG00000118160.13	0.0
ENST00000600576.1	ENSG00000118160.13	1.04
ENST00000601757.1	ENSG00000118160.13	0.16
ENST00000338134.7	ENSG00000118162.13	10.46
ENST00000594139.5	ENSG00000118162.13	5.86
ENST00000594208.5	ENSG00000118162.13	0.71
ENST00000595484.5	ENSG00000118162.13	1.86
ENST00000595554.1	ENSG00000118162.13	0.22
ENST00000598699.1	ENSG00000118162.13	0.0
ENST00000600271.5	ENSG00000118162.13	0.0
ENST00000600551.1	ENSG00000118162.13	6.4
ENST00000602193.5	ENSG00000118162.13	0.0
ENST00000524864.1	ENSG00000118181.10	21.63
ENST00000527673.1	ENSG00000118181.10	2013.5
ENST00000527791.5	ENSG00000118181.10	17.075
ENST00000527853.1	ENSG00000118181.10	18.325
ENST00000528547.1	ENSG00000118181.10	0.0
ENST00000532567.5	ENSG00000118181.10	143.9
ENST00000367350.4	ENSG00000118193.11	0.27
ENST00000614960.4	ENSG00000118193.11	1.52
ENST00000236918.11	ENSG00000118194.18	0.0
ENST00000360372.8	ENSG00000118194.18	0.0
ENST00000367315.6	ENSG00000118194.18	30.93
ENST00000367317.8	ENSG00000118194.18	84.66
ENST00000367318.9	ENSG00000118194.18	2795.0
ENST00000367320.6	ENSG00000118194.18	8.48
ENST00000367322.5	ENSG00000118194.18	252.7
ENST00000412633.2	ENSG00000118194.18	365.6
ENST00000421663.6	ENSG00000118194.18	0.44
ENST00000422165.5	ENSG00000118194.18	0.0
ENST00000438742.5	ENSG00000118194.18	135.4
ENST00000445079.2	ENSG00000118194.18	22.17
ENST00000455702.5	ENSG00000118194.18	15.17
ENST00000458432.6	ENSG00000118194.18	26.03
ENST00000460780.5	ENSG00000118194.18	77.43
ENST00000466570.5	ENSG00000118194.18	59.44
ENST00000472177.2	ENSG00000118194.18	25.91
ENST00000475686.5	ENSG00000118194.18	19.33
ENST00000476888.5	ENSG00000118194.18	67.74
ENST00000477035.1	ENSG00000118194.18	2.86
ENST00000491504.5	ENSG00000118194.18	197.4
ENST00000494095.5	ENSG00000118194.18	43.79
ENST00000503459.1	ENSG00000118194.18	43.37
ENST00000509001.5	ENSG00000118194.18	178.8
ENST00000515042.5	ENSG00000118194.18	57.81
ENST00000331314.10	ENSG00000118197.13	11.28
ENST00000413408.5	ENSG00000118197.13	1.6
ENST00000429498.5	ENSG00000118197.13	8.35
ENST00000433235.1	ENSG00000118197.13	1.12
ENST00000436897.1	ENSG00000118197.13	0.4
ENST00000447706.6	ENSG00000118197.13	0.1
ENST00000452560.5	ENSG00000118197.13	0.99
ENST00000453944.1	ENSG00000118197.13	1.23
ENST00000236925.8	ENSG00000118200.14	9.114999999999998
ENST00000358823.6	ENSG00000118200.14	10.42
ENST00000413307.6	ENSG00000118200.14	1.45
ENST00000447701.2	ENSG00000118200.14	0.18
ENST00000475326.1	ENSG00000118200.14	2.13
ENST00000532732.1	ENSG00000118200.14	0.0
ENST00000367942.3	ENSG00000118217.5	11.67
ENST00000476437.1	ENSG00000118217.5	0.0
ENST00000264376.4	ENSG00000118231.4	4.855
ENST00000263268.10	ENSG00000118242.15	0.62
ENST00000420348.1	ENSG00000118242.15	0.15
ENST00000424992.5	ENSG00000118242.15	0.0
ENST00000439791.5	ENSG00000118242.15	0.0
ENST00000620139.4	ENSG00000118242.15	10.23
ENST00000236979.2	ENSG00000118245.2	8132.0
ENST00000236980.10	ENSG00000118246.13	7.5
ENST00000402774.7	ENSG00000118246.13	5.1
ENST00000403094.3	ENSG00000118246.13	2.66
ENST00000418289.1	ENSG00000118246.13	0.0
ENST00000471788.1	ENSG00000118246.13	2.42
ENST00000487777.5	ENSG00000118246.13	2.84
ENST00000272849.7	ENSG00000118257.16	26.95
ENST00000357118.8	ENSG00000118257.16	0.945
ENST00000357785.9	ENSG00000118257.16	1.355
ENST00000360409.7	ENSG00000118257.16	31.2
ENST00000412873.2	ENSG00000118257.16	0.0
ENST00000417189.5	ENSG00000118257.16	1.275
