ID_transcript	ID_gene	Max_median_expression
ENST00000481087.1	ENSG00000117009.11	0.035
ENST00000484229.1	ENSG00000117009.11	0.2
ENST00000484628.5	ENSG00000117009.11	0.1
ENST00000372696.3	ENSG00000117010.15	0.07
ENST00000372697.7	ENSG00000117010.15	0.88
ENST00000372699.7	ENSG00000117010.15	3.8099999999999996
ENST00000465152.1	ENSG00000117010.15	0.76
ENST00000472043.1	ENSG00000117010.15	0.64
ENST00000493756.1	ENSG00000117010.15	0.63
ENST00000347132.9	ENSG00000117013.14	3.38
ENST00000443478.3	ENSG00000117013.14	0.0
ENST00000506017.1	ENSG00000117013.14	11.18
ENST00000509682.6	ENSG00000117013.14	0.82
ENST00000372683.1	ENSG00000117016.9	1.79
ENST00000372684.7	ENSG00000117016.9	19.465
ENST00000263826.9	ENSG00000117020.16	27.13
ENST00000336199.9	ENSG00000117020.16	0.04
ENST00000366539.5	ENSG00000117020.16	4.78
ENST00000366540.5	ENSG00000117020.16	0.53
ENST00000463991.5	ENSG00000117020.16	0.23
ENST00000490018.1	ENSG00000117020.16	0.24
ENST00000491219.5	ENSG00000117020.16	0.49
ENST00000492957.1	ENSG00000117020.16	2.23
ENST00000550388.1	ENSG00000117020.16	0.22
ENST00000552631.1	ENSG00000117020.16	0.0
ENST00000326786.4	ENSG00000117036.11	1.33
ENST00000368192.8	ENSG00000117036.11	20.67
ENST00000460850.1	ENSG00000117036.11	0.395
ENST00000370834.9	ENSG00000117054.13	21.09
ENST00000370841.8	ENSG00000117054.13	23.35
ENST00000420607.6	ENSG00000117054.13	35.85
ENST00000473018.2	ENSG00000117054.13	1.34
ENST00000481374.1	ENSG00000117054.13	0.42
ENST00000525808.5	ENSG00000117054.13	0.6
ENST00000525881.5	ENSG00000117054.13	0.74
ENST00000526129.5	ENSG00000117054.13	1.75
ENST00000526196.5	ENSG00000117054.13	6.8
ENST00000526930.1	ENSG00000117054.13	1.15
ENST00000528016.1	ENSG00000117054.13	0.0
ENST00000529059.5	ENSG00000117054.13	2.38
ENST00000530953.6	ENSG00000117054.13	0.0
ENST00000532207.5	ENSG00000117054.13	1.48
ENST00000532509.5	ENSG00000117054.13	0.1
ENST00000534146.5	ENSG00000117054.13	0.0
ENST00000534334.5	ENSG00000117054.13	0.315
ENST00000541113.5	ENSG00000117054.13	0.93
ENST00000318803.6	ENSG00000117069.14	6.49
ENST00000477717.5	ENSG00000117069.14	2.93
ENST00000480428.1	ENSG00000117069.14	0.18
ENST00000488940.1	ENSG00000117069.14	0.35
ENST00000496845.1	ENSG00000117069.14	0.68
ENST00000235739.6	ENSG00000117090.14	0.0
ENST00000302035.10	ENSG00000117090.14	3.88
ENST00000494463.1	ENSG00000117090.14	0.28
ENST00000538290.2	ENSG00000117090.14	0.08
ENST00000368045.3	ENSG00000117091.9	2.61
ENST00000368046.7	ENSG00000117091.9	106.6
ENST00000613788.1	ENSG00000117091.9	5.63
ENST00000319517.10	ENSG00000117114.19	24.17
ENST00000359929.7	ENSG00000117114.19	0.0
ENST00000370713.5	ENSG00000117114.19	0.0
ENST00000370715.5	ENSG00000117114.19	0.36
ENST00000370717.6	ENSG00000117114.19	3.13
ENST00000370721.5	ENSG00000117114.19	0.06
ENST00000370723.5	ENSG00000117114.19	0.0
ENST00000370725.5	ENSG00000117114.19	0.0
ENST00000370727.5	ENSG00000117114.19	0.0
ENST00000370728.5	ENSG00000117114.19	0.0
ENST00000370730.5	ENSG00000117114.19	2.76
ENST00000402328.2	ENSG00000117114.19	34.11
ENST00000449420.5	ENSG00000117114.19	0.0
ENST00000464551.1	ENSG00000117114.19	1.8849999999999998
ENST00000464775.5	ENSG00000117114.19	7.47
ENST00000468283.1	ENSG00000117114.19	1.475
ENST00000469377.6	ENSG00000117114.19	1.19
ENST00000472424.1	ENSG00000117114.19	6.835
ENST00000473719.5	ENSG00000117114.19	0.08
ENST00000492666.1	ENSG00000117114.19	0.3
ENST00000498776.1	ENSG00000117114.19	2.96
ENST00000627151.2	ENSG00000117114.19	2.5
ENST00000375481.1	ENSG00000117115.12	0.48
ENST00000375486.8	ENSG00000117115.12	114.3
ENST00000466151.1	ENSG00000117115.12	2.88
ENST00000479534.5	ENSG00000117115.12	1.71
ENST00000375499.7	ENSG00000117118.9	134.1
ENST00000463045.2	ENSG00000117118.9	0.16
ENST00000466613.2	ENSG00000117118.9	0.295
ENST00000475049.5	ENSG00000117118.9	0.0
ENST00000475506.1	ENSG00000117118.9	8.48
ENST00000485092.5	ENSG00000117118.9	2.54
ENST00000485515.5	ENSG00000117118.9	3.14
ENST00000491274.5	ENSG00000117118.9	13.15
ENST00000375534.7	ENSG00000117122.13	36.85
ENST00000375535.3	ENSG00000117122.13	43.2
ENST00000476788.5	ENSG00000117122.13	5.35
ENST00000478684.5	ENSG00000117122.13	6.64
ENST00000490075.5	ENSG00000117122.13	2.88
ENST00000492598.1	ENSG00000117122.13	1.19
ENST00000370654.5	ENSG00000117133.10	32.18
ENST00000370656.5	ENSG00000117133.10	0.25
ENST00000235790.8	ENSG00000117139.16	1.91
ENST00000367264.6	ENSG00000117139.16	67.84
ENST00000367265.7	ENSG00000117139.16	11.84
ENST00000456180.1	ENSG00000117139.16	0.0
ENST00000467487.3	ENSG00000117139.16	0.83
ENST00000470573.5	ENSG00000117139.16	0.17
ENST00000472822.5	ENSG00000117139.16	14.65
ENST00000491153.1	ENSG00000117139.16	4.58
ENST00000498276.1	ENSG00000117139.16	0.95
ENST00000602511.1	ENSG00000117139.16	0.0
ENST00000271469.7	ENSG00000117143.13	12.78
ENST00000367924.1	ENSG00000117143.13	7.7
ENST00000367925.5	ENSG00000117143.13	25.575
ENST00000367926.8	ENSG00000117143.13	64.71
ENST00000474728.1	ENSG00000117143.13	2.27
ENST00000476240.1	ENSG00000117143.13	0.0
ENST00000486089.1	ENSG00000117143.13	14.92
ENST00000375406.1	ENSG00000117148.7	6.28
ENST00000617065.1	ENSG00000117148.7	2.76
ENST00000370625.1	ENSG00000117151.12	6.41
ENST00000370630.5	ENSG00000117151.12	1.11
ENST00000465118.6	ENSG00000117151.12	0.54
ENST00000477677.5	ENSG00000117151.12	7.64
ENST00000367906.7	ENSG00000117152.13	1.0
ENST00000367908.8	ENSG00000117152.13	1.87
ENST00000367909.10	ENSG00000117152.13	9.89
ENST00000421743.6	ENSG00000117152.13	0.25
ENST00000491263.1	ENSG00000117152.13	0.34
ENST00000527393.5	ENSG00000117152.13	0.62
ENST00000527809.5	ENSG00000117152.13	1.35
ENST00000528938.1	ENSG00000117152.13	0.0
ENST00000531057.5	ENSG00000117152.13	0.65
ENST00000533019.1	ENSG00000117152.13	0.0
ENST00000367258.1	ENSG00000117153.15	5.29
ENST00000367259.1	ENSG00000117153.15	6.91
ENST00000367261.7	ENSG00000117153.15	31.37
ENST00000251296.3	ENSG00000117154.11	16.785
ENST00000412684.3	ENSG00000117154.11	0.03
ENST00000473951.1	ENSG00000117154.11	3.13
ENST00000497331.2	ENSG00000117154.11	0.6
ENST00000342203.7	ENSG00000117155.16	10.35
ENST00000422026.1	ENSG00000117155.16	5.91
ENST00000437941.6	ENSG00000117155.16	0.94
ENST00000459708.1	ENSG00000117155.16	0.92
ENST00000460500.1	ENSG00000117155.16	0.57
ENST00000476905.6	ENSG00000117155.16	13.41
ENST00000481102.5	ENSG00000117155.16	9.54
ENST00000490476.1	ENSG00000117155.16	5.17
ENST00000603677.1	ENSG00000117155.16	1.41
ENST00000605755.5	ENSG00000117155.16	81.83
ENST00000370574.3	ENSG00000117174.10	14.42
ENST00000431532.6	ENSG00000117174.10	1.98
ENST00000375105.7	ENSG00000117215.14	0.67
ENST00000617227.1	ENSG00000117215.14	1.91
ENST00000264515.10	ENSG00000117222.13	5.29
ENST00000367164.1	ENSG00000117222.13	2.59
ENST00000484379.1	ENSG00000117222.13	0.0
ENST00000235878.5	ENSG00000117226.11	1.26
ENST00000370481.8	ENSG00000117226.11	9.26
ENST00000370482.6	ENSG00000117226.11	3.4450000000000003
ENST00000445969.1	ENSG00000117226.11	0.0
ENST00000461384.6	ENSG00000117226.11	1.53
ENST00000475853.2	ENSG00000117226.11	0.765
ENST00000489444.6	ENSG00000117226.11	4.49
ENST00000493594.6	ENSG00000117226.11	1.0
ENST00000564037.1	ENSG00000117226.11	0.225
ENST00000564665.1	ENSG00000117226.11	0.47
ENST00000568006.1	ENSG00000117226.11	0.0
ENST00000370473.4	ENSG00000117228.9	31.119999999999997
ENST00000459831.1	ENSG00000117228.9	8.58
ENST00000468959.1	ENSG00000117228.9	1.0950000000000002
ENST00000469194.1	ENSG00000117228.9	0.41
ENST00000479889.1	ENSG00000117228.9	4.01
ENST00000484970.1	ENSG00000117228.9	6.225
ENST00000493139.1	ENSG00000117228.9	2.25
ENST00000495131.1	ENSG00000117228.9	5.65
ENST00000451424.1	ENSG00000117242.7	3.98
ENST00000247986.2	ENSG00000117245.12	3.05
ENST00000375044.5	ENSG00000117245.12	4.61
ENST00000400463.7	ENSG00000117245.12	22.19
ENST00000462858.5	ENSG00000117245.12	11.05
ENST00000463389.1	ENSG00000117245.12	0.0
ENST00000477167.5	ENSG00000117245.12	20.23
ENST00000490034.5	ENSG00000117245.12	4.85
ENST00000493818.1	ENSG00000117245.12	3.36
ENST00000498225.1	ENSG00000117245.12	1.42
ENST00000313835.13	ENSG00000117262.18	5.24
ENST00000460277.5	ENSG00000117262.18	13.45
ENST00000462900.2	ENSG00000117262.18	0.17
ENST00000465185.2	ENSG00000117262.18	2.12
ENST00000466593.5	ENSG00000117262.18	1.01
ENST00000478703.5	ENSG00000117262.18	0.0
ENST00000492401.2	ENSG00000117262.18	1.45
ENST00000493684.5	ENSG00000117262.18	0.8
ENST00000524525.5	ENSG00000117262.18	0.64
ENST00000527989.1	ENSG00000117262.18	0.0
ENST00000528944.5	ENSG00000117262.18	0.0
ENST00000532574.5	ENSG00000117262.18	0.0
ENST00000534502.5	ENSG00000117262.18	0.37
ENST00000360066.6	ENSG00000117266.15	44.63
ENST00000419301.1	ENSG00000117266.15	0.77
ENST00000429964.6	ENSG00000117266.15	0.77
ENST00000443813.6	ENSG00000117266.15	0.24
ENST00000459862.1	ENSG00000117266.15	1.19
ENST00000462976.1	ENSG00000117266.15	0.25
ENST00000468954.1	ENSG00000117266.15	0.78
ENST00000476153.6	ENSG00000117266.15	3.5149999999999997
ENST00000478560.5	ENSG00000117266.15	0.0
ENST00000484080.5	ENSG00000117266.15	1.75
ENST00000489617.5	ENSG00000117266.15	10.675
ENST00000504162.1	ENSG00000117266.15	0.56
ENST00000504648.5	ENSG00000117266.15	0.0
ENST00000505932.5	ENSG00000117266.15	0.05
ENST00000506215.1	ENSG00000117266.15	0.0
ENST00000506489.1	ENSG00000117266.15	0.56
ENST00000506784.5	ENSG00000117266.15	3.19
ENST00000507067.1	ENSG00000117266.15	0.0
ENST00000507240.1	ENSG00000117266.15	0.0
ENST00000512008.5	ENSG00000117266.15	0.0
ENST00000512922.5	ENSG00000117266.15	1.61
ENST00000515494.5	ENSG00000117266.15	1.47
ENST00000515514.1	ENSG00000117266.15	0.0
ENST00000235932.8	ENSG00000117280.12	0.33
ENST00000367139.7	ENSG00000117280.12	16.55
ENST00000414729.1	ENSG00000117280.12	1.61
ENST00000437324.6	ENSG00000117280.12	0.34
ENST00000446390.6	ENSG00000117280.12	0.44
ENST00000468887.1	ENSG00000117280.12	0.0
ENST00000492534.1	ENSG00000117280.12	1.14
ENST00000528078.1	ENSG00000117280.12	0.12
ENST00000533111.1	ENSG00000117280.12	0.0
ENST00000235933.10	ENSG00000117281.15	2.39
ENST00000369288.6	ENSG00000117281.15	3.55
ENST00000401557.7	ENSG00000117281.15	0.11
ENST00000584442.2	ENSG00000117281.15	0.0
ENST00000616463.1	ENSG00000117281.15	0.82
ENST00000264205.10	ENSG00000117298.14	0.6
ENST00000357071.8	ENSG00000117298.14	2.24
ENST00000374893.10	ENSG00000117298.14	0.26
ENST00000415912.6	ENSG00000117298.14	86.345
ENST00000436918.6	ENSG00000117298.14	0.26
ENST00000463334.2	ENSG00000117298.14	0.34
ENST00000470394.1	ENSG00000117298.14	1.04
ENST00000473505.5	ENSG00000117298.14	0.18
ENST00000481130.6	ENSG00000117298.14	0.0
ENST00000526194.5	ENSG00000117298.14	0.95
ENST00000527991.2	ENSG00000117298.14	0.24
ENST00000528294.1	ENSG00000117298.14	0.0
ENST00000531334.1	ENSG00000117298.14	10.88
ENST00000235958.4	ENSG00000117305.14	10.925
ENST00000374487.6	ENSG00000117305.14	0.555
ENST00000374490.7	ENSG00000117305.14	93.50999999999999
ENST00000436439.6	ENSG00000117305.14	14.1
ENST00000479458.1	ENSG00000117305.14	0.45
ENST00000496907.1	ENSG00000117305.14	0.32
ENST00000498698.1	ENSG00000117305.14	0.42
ENST00000509389.5	ENSG00000117305.14	1.185
ENST00000513148.1	ENSG00000117305.14	0.9
ENST00000374497.7	ENSG00000117308.14	2.68
ENST00000418277.5	ENSG00000117308.14	0.56
ENST00000425913.5	ENSG00000117308.14	0.26
ENST00000429356.5	ENSG00000117308.14	3.335
ENST00000445705.1	ENSG00000117308.14	9.135000000000002
ENST00000456977.5	ENSG00000117308.14	8.56
ENST00000459934.5	ENSG00000117308.14	7.255
ENST00000466250.5	ENSG00000117308.14	2.885
ENST00000467070.1	ENSG00000117308.14	0.25
ENST00000467493.5	ENSG00000117308.14	1.06
ENST00000469556.1	ENSG00000117308.14	2.22
ENST00000470383.1	ENSG00000117308.14	1.56
ENST00000470949.5	ENSG00000117308.14	0.785
ENST00000481736.5	ENSG00000117308.14	8.015
ENST00000486382.1	ENSG00000117308.14	1.15
ENST00000617979.4	ENSG00000117308.14	21.66
ENST00000374561.5	ENSG00000117318.8	256.6
ENST00000463312.1	ENSG00000117318.8	65.07
ENST00000486541.1	ENSG00000117318.8	32.63
ENST00000367057.7	ENSG00000117322.17	5.84
ENST00000367058.7	ENSG00000117322.17	35.7
ENST00000367059.3	ENSG00000117322.17	0.23
ENST00000475194.1	ENSG00000117322.17	0.0
ENST00000479186.1	ENSG00000117322.17	0.0
ENST00000485707.1	ENSG00000117322.17	1.54
ENST00000640301.1	ENSG00000117322.17	0.0
ENST00000322875.8	ENSG00000117335.19	0.235
ENST00000322918.9	ENSG00000117335.19	0.9
ENST00000354848.5	ENSG00000117335.19	76.49000000000001
ENST00000357714.5	ENSG00000117335.19	32.035
ENST00000358170.6	ENSG00000117335.19	1.1150000000000002
ENST00000360212.6	ENSG00000117335.19	2.37
ENST00000367041.5	ENSG00000117335.19	25.39
ENST00000367042.5	ENSG00000117335.19	30.48
ENST00000367047.5	ENSG00000117335.19	3.25
ENST00000462968.2	ENSG00000117335.19	10.88
ENST00000464082.1	ENSG00000117335.19	0.0
ENST00000469535.5	ENSG00000117335.19	16.74
ENST00000471987.1	ENSG00000117335.19	1.585
ENST00000480003.5	ENSG00000117335.19	0.83
ENST00000488596.5	ENSG00000117335.19	5.94
ENST00000490278.1	ENSG00000117335.19	2.705
ENST00000493796.5	ENSG00000117335.19	0.39
ENST00000496723.1	ENSG00000117335.19	8.05
ENST00000636114.1	ENSG00000117335.19	6.16
ENST00000324862.6	ENSG00000117360.12	37.1
ENST00000467329.5	ENSG00000117360.12	5.23
ENST00000467514.1	ENSG00000117360.12	14.7
ENST00000470824.1	ENSG00000117360.12	24.7
ENST00000476970.1	ENSG00000117360.12	14.695
ENST00000493553.1	ENSG00000117360.12	1.17
ENST00000496202.5	ENSG00000117360.12	7.01
ENST00000236017.5	ENSG00000117362.12	5.26
ENST00000360244.8	ENSG00000117362.12	52.65
ENST00000369109.7	ENSG00000117362.12	44.01
ENST00000414276.6	ENSG00000117362.12	0.32
ENST00000461320.5	ENSG00000117362.12	1.5
ENST00000476538.1	ENSG00000117362.12	10.87
ENST00000486308.1	ENSG00000117362.12	4.49
ENST00000486720.1	ENSG00000117362.12	3.59
ENST00000493092.1	ENSG00000117362.12	0.22
ENST00000236040.8	ENSG00000117385.15	8.04
ENST00000296388.9	ENSG00000117385.15	13.89
ENST00000372526.2	ENSG00000117385.15	0.0
ENST00000397054.7	ENSG00000117385.15	2.0
ENST00000431412.3	ENSG00000117385.15	2.28
ENST00000447502.2	ENSG00000117385.15	0.0
ENST00000460031.5	ENSG00000117385.15	17.1
ENST00000460831.1	ENSG00000117385.15	9.06
ENST00000462474.5	ENSG00000117385.15	4.86
ENST00000463465.1	ENSG00000117385.15	1.3
ENST00000472802.1	ENSG00000117385.15	6.16
ENST00000481465.3	ENSG00000117385.15	3.44
ENST00000492956.1	ENSG00000117385.15	0.24
ENST00000495874.5	ENSG00000117385.15	3.19
ENST00000372500.4	ENSG00000117394.20	0.0
ENST00000415851.6	ENSG00000117394.20	5.05
ENST00000426263.7	ENSG00000117394.20	128.5
ENST00000460369.3	ENSG00000117394.20	1.81
ENST00000475162.3	ENSG00000117394.20	0.0
ENST00000625233.2	ENSG00000117394.20	8.02
ENST00000629908.1	ENSG00000117394.20	2.485
ENST00000630287.2	ENSG00000117394.20	351.3
ENST00000630821.1	ENSG00000117394.20	2.29
ENST00000236051.2	ENSG00000117395.12	46.76
ENST00000431635.6	ENSG00000117395.12	22.62
ENST00000461557.2	ENSG00000117395.12	1.36
ENST00000463906.1	ENSG00000117395.12	13.85
ENST00000466927.5	ENSG00000117395.12	4.57
ENST00000472982.5	ENSG00000117395.12	4.82
ENST00000474566.1	ENSG00000117395.12	11.120000000000001
ENST00000483082.1	ENSG00000117395.12	3.79
ENST00000491223.5	ENSG00000117395.12	8.765
ENST00000310955.10	ENSG00000117399.13	64.56
ENST00000372462.1	ENSG00000117399.13	1.82
ENST00000478882.1	ENSG00000117399.13	3.96
ENST00000482046.1	ENSG00000117399.13	5.72
ENST00000372470.8	ENSG00000117400.16	0.0
ENST00000413998.7	ENSG00000117400.16	0.24
ENST00000638732.1	ENSG00000117400.16	0.07
ENST00000372354.3	ENSG00000117407.16	0.66
ENST00000372359.9	ENSG00000117407.16	1.25
ENST00000414809.7	ENSG00000117407.16	0.5
ENST00000438616.3	ENSG00000117407.16	0.91
ENST00000471394.6	ENSG00000117407.16	0.78
ENST00000472435.1	ENSG00000117407.16	0.16
ENST00000474592.1	ENSG00000117407.16	0.0
ENST00000477048.5	ENSG00000117407.16	0.01
ENST00000479128.5	ENSG00000117407.16	0.0
ENST00000491846.5	ENSG00000117407.16	0.0
ENST00000498139.6	ENSG00000117407.16	2.52
ENST00000372339.3	ENSG00000117408.10	8.91
ENST00000372343.7	ENSG00000117408.10	58.5
ENST00000480902.1	ENSG00000117408.10	2.14
ENST00000486876.1	ENSG00000117408.10	5.55
ENST00000489061.1	ENSG00000117408.10	0.55
ENST00000489773.5	ENSG00000117408.10	0.39
ENST00000492152.5	ENSG00000117408.10	1.04
ENST00000236067.8	ENSG00000117410.13	39.35
ENST00000461670.5	ENSG00000117410.13	0.55
ENST00000468183.5	ENSG00000117410.13	2.45
ENST00000471859.6	ENSG00000117410.13	0.79
ENST00000472174.6	ENSG00000117410.13	51.88
ENST00000472277.5	ENSG00000117410.13	0.35
ENST00000472505.6	ENSG00000117410.13	1.72
ENST00000473485.5	ENSG00000117410.13	6.055
ENST00000496131.1	ENSG00000117410.13	4.33
ENST00000498208.1	ENSG00000117410.13	0.29
ENST00000498664.1	ENSG00000117410.13	58.26
ENST00000532072.1	ENSG00000117410.13	6.79
ENST00000532642.5	ENSG00000117410.13	25.39
ENST00000309519.8	ENSG00000117411.16	18.49
ENST00000356836.10	ENSG00000117411.16	2.5949999999999998
ENST00000372324.5	ENSG00000117411.16	9.18
ENST00000434555.6	ENSG00000117411.16	5.485
ENST00000481924.1	ENSG00000117411.16	1.97
ENST00000485678.5	ENSG00000117411.16	0.0
ENST00000497866.5	ENSG00000117411.16	1.49
ENST00000498543.1	ENSG00000117411.16	0.0
ENST00000372257.6	ENSG00000117419.14	63.67
ENST00000372259.9	ENSG00000117419.14	3.16
ENST00000452396.5	ENSG00000117419.14	0.91
ENST00000456170.5	ENSG00000117419.14	15.6
ENST00000457571.1	ENSG00000117419.14	0.93
ENST00000462341.1	ENSG00000117419.14	0.16
ENST00000479101.1	ENSG00000117419.14	28.98
ENST00000489710.1	ENSG00000117419.14	7.74
ENST00000495828.1	ENSG00000117419.14	0.83
ENST00000372192.3	ENSG00000117425.13	27.5
ENST00000438067.5	ENSG00000117425.13	0.99
ENST00000447098.6	ENSG00000117425.13	0.05
ENST00000351829.8	ENSG00000117448.13	81.88499999999999
ENST00000372070.7	ENSG00000117448.13	6.13
ENST00000434299.5	ENSG00000117448.13	10.280000000000001
ENST00000471651.1	ENSG00000117448.13	14.5
ENST00000473038.5	ENSG00000117448.13	16.99
ENST00000475919.1	ENSG00000117448.13	5.78
ENST00000475985.1	ENSG00000117448.13	3.44
ENST00000476957.5	ENSG00000117448.13	0.63
ENST00000481885.5	ENSG00000117448.13	0.0
ENST00000487654.5	ENSG00000117448.13	2.15
ENST00000495913.5	ENSG00000117448.13	3.5549999999999997
ENST00000496999.5	ENSG00000117448.13	2.625
ENST00000497973.5	ENSG00000117448.13	3.83
ENST00000621846.4	ENSG00000117448.13	26.02
ENST00000262746.5	ENSG00000117450.13	8.35
ENST00000319248.12	ENSG00000117450.13	565.7
ENST00000372079.1	ENSG00000117450.13	0.47
ENST00000424390.1	ENSG00000117450.13	13.205
ENST00000447184.5	ENSG00000117450.13	1.3
ENST00000483583.1	ENSG00000117450.13	0.0
ENST00000262741.9	ENSG00000117461.14	12.16
ENST00000372006.5	ENSG00000117461.14	12.99
ENST00000420542.5	ENSG00000117461.14	2.07
ENST00000423209.5	ENSG00000117461.14	0.09
ENST00000425892.2	ENSG00000117461.14	0.0
ENST00000488808.1	ENSG00000117461.14	0.44
ENST00000493202.1	ENSG00000117461.14	0.21
ENST00000372003.5	ENSG00000117472.9	132.0
ENST00000464786.5	ENSG00000117472.9	1.1749999999999998
ENST00000469330.5	ENSG00000117472.9	0.49
ENST00000470318.1	ENSG00000117472.9	50.97
ENST00000472170.1	ENSG00000117472.9	0.0
ENST00000475163.5	ENSG00000117472.9	1.89
ENST00000482143.5	ENSG00000117472.9	6.62
ENST00000482928.5	ENSG00000117472.9	2.35
ENST00000498443.5	ENSG00000117472.9	4.2
ENST00000329281.6	ENSG00000117475.13	2.77
ENST00000367807.7	ENSG00000117475.13	1.25
ENST00000367808.7	ENSG00000117475.13	15.39
ENST00000420531.1	ENSG00000117475.13	0.11
ENST00000426663.1	ENSG00000117475.13	0.65
ENST00000367805.7	ENSG00000117477.12	3.73
ENST00000367806.7	ENSG00000117477.12	20.63
ENST00000437857.2	ENSG00000117477.12	3.69
ENST00000445428.5	ENSG00000117477.12	0.19
ENST00000456107.1	ENSG00000117477.12	1.34
ENST00000491570.2	ENSG00000117477.12	1.03
ENST00000545005.5	ENSG00000117477.12	3.44
ENST00000236137.9	ENSG00000117479.12	38.03
ENST00000367804.4	ENSG00000117479.12	12.46
ENST00000243167.8	ENSG00000117480.15	62.57
ENST00000468718.5	ENSG00000117480.15	1.3
ENST00000484697.5	ENSG00000117480.15	14.07
ENST00000489366.2	ENSG00000117480.15	6.14
ENST00000493636.1	ENSG00000117480.15	11.79
ENST00000493735.5	ENSG00000117480.15	18.19
ENST00000307089.7	ENSG00000117481.10	6.43
ENST00000469918.5	ENSG00000117481.10	4.43
ENST00000472157.1	ENSG00000117481.10	0.9
ENST00000474844.5	ENSG00000117481.10	16.4
ENST00000475281.1	ENSG00000117481.10	0.7
ENST00000486270.5	ENSG00000117481.10	2.24
ENST00000495427.1	ENSG00000117481.10	20.62
ENST00000498008.5	ENSG00000117481.10	35.53
ENST00000537428.2	ENSG00000117481.10	42.29
ENST00000370280.1	ENSG00000117500.12	2.66
ENST00000370282.7	ENSG00000117500.12	10.03
ENST00000370290.7	ENSG00000117500.12	15.33
ENST00000479918.5	ENSG00000117500.12	4.875
ENST00000483033.1	ENSG00000117500.12	0.41
ENST00000367758.7	ENSG00000117501.14	0.17
ENST00000367759.8	ENSG00000117501.14	1.81
ENST00000426136.1	ENSG00000117501.14	0.0
ENST00000370267.1	ENSG00000117505.12	47.16
ENST00000370272.8	ENSG00000117505.12	6.11
ENST00000481583.1	ENSG00000117505.12	0.06
ENST00000236166.4	ENSG00000117507.6	0.255
ENST00000367754.3	ENSG00000117507.6	0.795
ENST00000633725.1	ENSG00000117507.6	1.1549999999999998
ENST00000639860.1	ENSG00000117507.6	0.0
ENST00000639957.1	ENSG00000117507.6	0.59
ENST00000370206.8	ENSG00000117519.15	243.6
ENST00000394202.8	ENSG00000117519.15	0.91
ENST00000415017.1	ENSG00000117519.15	1.22
ENST00000461018.5	ENSG00000117519.15	28.7
ENST00000474409.1	ENSG00000117519.15	0.18
ENST00000487539.1	ENSG00000117519.15	7.24
ENST00000545882.5	ENSG00000117519.15	16.92
ENST00000338920.8	ENSG00000117523.15	0.97
ENST00000367742.7	ENSG00000117523.15	9.815
ENST00000392078.7	ENSG00000117523.15	0.0
ENST00000426496.6	ENSG00000117523.15	6.14
ENST00000463586.1	ENSG00000117523.15	0.09
ENST00000467601.1	ENSG00000117523.15	0.0
ENST00000470689.1	ENSG00000117523.15	0.0
ENST00000476522.5	ENSG00000117523.15	4.79
ENST00000480806.1	ENSG00000117523.15	0.0
ENST00000492811.1	ENSG00000117523.15	8.2
ENST00000495585.1	ENSG00000117523.15	27.45
ENST00000498596.5	ENSG00000117523.15	3.92
ENST00000334047.11	ENSG00000117525.13	71.75
ENST00000370207.4	ENSG00000117525.13	9.95
ENST00000478217.5	ENSG00000117525.13	11.78
ENST00000480356.1	ENSG00000117525.13	30.005
ENST00000315713.5	ENSG00000117528.11	1.72
ENST00000370214.8	ENSG00000117528.11	27.14
ENST00000464165.1	ENSG00000117528.11	1.41
ENST00000468860.1	ENSG00000117528.11	0.0
ENST00000484213.1	ENSG00000117528.11	6.69
ENST00000493416.5	ENSG00000117528.11	2.27
ENST00000236192.11	ENSG00000117533.14	14.92
ENST00000367740.2	ENSG00000117533.14	4.12
ENST00000474047.5	ENSG00000117533.14	2.77
ENST00000482519.1	ENSG00000117533.14	0.62
ENST00000342173.11	ENSG00000117543.20	1.3250000000000002
ENST00000370105.7	ENSG00000117543.20	2.24
ENST00000370109.7	ENSG00000117543.20	22.310000000000002
ENST00000427040.2	ENSG00000117543.20	5.85
ENST00000464270.5	ENSG00000117543.20	2.175
ENST00000466807.5	ENSG00000117543.20	0.5
ENST00000476507.1	ENSG00000117543.20	0.41
ENST00000477293.5	ENSG00000117543.20	0.645
ENST00000481871.5	ENSG00000117543.20	0.22
ENST00000481982.1	ENSG00000117543.20	1.52
ENST00000488176.1	ENSG00000117543.20	0.82
ENST00000488789.5	ENSG00000117543.20	0.23
ENST00000490732.5	ENSG00000117543.20	0.4
ENST00000492067.5	ENSG00000117543.20	1.58
ENST00000498372.5	ENSG00000117543.20	0.0
ENST00000340030.4	ENSG00000117560.7	0.0
ENST00000367721.2	ENSG00000117560.7	3.12
ENST00000370197.5	ENSG00000117569.18	8.03
ENST00000370198.5	ENSG00000117569.18	0.12
ENST00000426398.2	ENSG00000117569.18	16.27
ENST00000459735.5	ENSG00000117569.18	0.09
ENST00000460706.5	ENSG00000117569.18	0.2
ENST00000462433.1	ENSG00000117569.18	4.68
ENST00000476419.5	ENSG00000117569.18	0.97
ENST00000476783.5	ENSG00000117569.18	2.78
ENST00000482253.5	ENSG00000117569.18	0.09
ENST00000492905.5	ENSG00000117569.18	1.09
ENST00000609116.5	ENSG00000117569.18	0.73
ENST00000281834.3	ENSG00000117586.10	1.42
ENST00000367718.5	ENSG00000117586.10	1.72
ENST00000488053.1	ENSG00000117586.10	0.12
ENST00000340385.5	ENSG00000117592.8	239.2
